,block,condition,trial_word,latency,errors,correct,response,subjnum
0,0,"Death,Life",Dead,809,0,1,Death,1
1,0,"Death,Life",Deceased,852,0,1,Death,1
2,0,"Death,Life",Alive,606,0,1,Life,1
3,0,"Death,Life",Living,420,0,1,Life,1
4,0,"Death,Life",Suicide,1347,0,1,Death,1
5,0,"Death,Life",Breathing,682,0,1,Life,1
6,0,"Death,Life",Deceased,624,0,1,Death,1
7,0,"Death,Life",Dead,686,0,1,Death,1
8,0,"Death,Life",Thrive,2204,0,1,Life,1
9,0,"Death,Life",Deceased,734,0,1,Death,1
10,0,"Death,Life",Thrive,459,0,1,Life,1
11,0,"Death,Life",Living,597,0,1,Life,1
12,0,"Death,Life",Suicide,1481,0,1,Death,1
13,0,"Death,Life",Die,1589,0,1,Death,1
14,0,"Death,Life",Thrive,782,0,1,Life,1
15,0,"Death,Life",Die,2980,0,1,Death,1
16,0,"Death,Life",Breathing,919,0,1,Life,1
17,0,"Death,Life",Living,575,0,1,Life,1
18,0,"Death,Life",Suicide,766,0,1,Death,1
19,0,"Death,Life",Alive,1877,0,1,Life,1
20,1,"Not Me,Me",I,810,0,1,Me,1
21,1,"Not Me,Me",They,638,0,1,Not Me,1
22,1,"Not Me,Me",Other,1094,0,1,Not Me,1
23,1,"Not Me,Me",Myself,1227,0,1,Me,1
24,1,"Not Me,Me",Them,534,0,1,Not Me,1
25,1,"Not Me,Me",Self,506,0,1,Me,1
26,1,"Not Me,Me",Their,534,0,1,Not Me,1
27,1,"Not Me,Me",Them,626,0,1,Not Me,1
28,1,"Not Me,Me",Mine,412,0,1,Me,1
29,1,"Not Me,Me",They,585,0,1,Not Me,1
30,1,"Not Me,Me",Their,538,0,1,Not Me,1
31,1,"Not Me,Me",Them,630,0,1,Not Me,1
32,1,"Not Me,Me",Other,453,1,0,Not Me,1
33,1,"Not Me,Me",Myself,854,0,1,Me,1
34,1,"Not Me,Me",I,485,0,1,Me,1
35,1,"Not Me,Me",I,737,0,1,Me,1
36,1,"Not Me,Me",Mine,1032,0,1,Me,1
37,1,"Not Me,Me",Their,1148,0,1,Not Me,1
38,1,"Not Me,Me",Self,806,0,1,Me,1
39,1,"Not Me,Me",Self,646,0,1,Me,1
40,0,"Life,Death",Thrive,764,0,1,Life,2
41,0,"Life,Death",Dead,952,0,1,Death,2
42,0,"Life,Death",Suicide,878,1,0,Death,2
43,0,"Life,Death",Deceased,580,0,1,Death,2
44,0,"Life,Death",Alive,896,0,1,Life,2
45,0,"Life,Death",Die,1534,0,1,Death,2
46,0,"Life,Death",Dead,932,0,1,Death,2
47,0,"Life,Death",Suicide,1990,0,1,Death,2
48,0,"Life,Death",Thrive,1377,0,1,Life,2
49,0,"Life,Death",Deceased,547,0,1,Death,2
50,0,"Life,Death",Breathing,1281,0,1,Life,2
51,0,"Life,Death",Living,1186,0,1,Life,2
52,0,"Life,Death",Breathing,665,0,1,Life,2
53,0,"Life,Death",Die,714,0,1,Death,2
54,0,"Life,Death",Alive,631,1,0,Life,2
55,0,"Life,Death",Living,678,0,1,Life,2
56,0,"Life,Death",Suicide,539,0,1,Death,2
57,0,"Life,Death",Thrive,631,0,1,Life,2
58,0,"Life,Death",Deceased,659,0,1,Death,2
59,0,"Life,Death",Dead,892,0,1,Death,2
60,1,"Not Me,Me",They,581,0,1,Not Me,2
61,1,"Not Me,Me",Other,691,0,1,Not Me,2
62,1,"Not Me,Me",Myself,1073,0,1,Me,2
63,1,"Not Me,Me",Self,1401,0,1,Me,2
64,1,"Not Me,Me",Mine,1552,0,1,Me,2
65,1,"Not Me,Me",Myself,559,0,1,Me,2
66,1,"Not Me,Me",Self,1046,0,1,Me,2
67,1,"Not Me,Me",I,517,0,1,Me,2
68,1,"Not Me,Me",Mine,908,0,1,Me,2
69,1,"Not Me,Me",Myself,604,0,1,Me,2
70,1,"Not Me,Me",Their,580,0,1,Not Me,2
71,1,"Not Me,Me",Other,686,0,1,Not Me,2
72,1,"Not Me,Me",Them,565,0,1,Not Me,2
73,1,"Not Me,Me",They,559,0,1,Not Me,2
74,1,"Not Me,Me",Self,1261,0,1,Me,2
75,1,"Not Me,Me",Their,402,0,1,Not Me,2
76,1,"Not Me,Me",Other,681,0,1,Not Me,2
77,1,"Not Me,Me",Them,446,1,0,Not Me,2
78,1,"Not Me,Me",I,1123,0,1,Me,2
79,1,"Not Me,Me",I,656,1,0,Me,2
80,2,"Life/Not Me,Death/Me",I,735,0,1,Death/Me,2
81,2,"Life/Not Me,Death/Me",Dead,2837,0,1,Death/Me,2
82,2,"Life/Not Me,Death/Me",Self,1189,0,1,Death/Me,2
83,2,"Life/Not Me,Death/Me",Breathing,556,0,1,Life/Not Me,2
84,2,"Life/Not Me,Death/Me",Other,1280,0,1,Life/Not Me,2
85,2,"Life/Not Me,Death/Me",Alive,1025,0,1,Life/Not Me,2
86,2,"Life/Not Me,Death/Me",Mine,1201,0,1,Death/Me,2
87,2,"Life/Not Me,Death/Me",Deceased,611,0,1,Death/Me,2
88,2,"Life/Not Me,Death/Me",Myself,2360,0,1,Death/Me,2
89,2,"Life/Not Me,Death/Me",Thrive,906,0,1,Life/Not Me,2
90,2,"Life/Not Me,Death/Me",Living,1406,0,1,Life/Not Me,2
91,2,"Life/Not Me,Death/Me",They,456,0,1,Life/Not Me,2
92,2,"Life/Not Me,Death/Me",Self,545,0,1,Death/Me,2
93,2,"Life/Not Me,Death/Me",Dead,447,0,1,Death/Me,2
94,2,"Life/Not Me,Death/Me",They,793,0,1,Life/Not Me,2
95,2,"Life/Not Me,Death/Me",Living,937,0,1,Life/Not Me,2
96,2,"Life/Not Me,Death/Me",Suicide,620,0,1,Death/Me,2
97,2,"Life/Not Me,Death/Me",Them,731,0,1,Life/Not Me,2
98,2,"Life/Not Me,Death/Me",Their,1570,0,1,Life/Not Me,2
99,2,"Life/Not Me,Death/Me",Die,1468,1,0,Death/Me,2
100,3,"Life/Not Me,Death/Me",They,1527,0,1,Life/Not Me,2
101,3,"Life/Not Me,Death/Me",Self,2130,0,1,Death/Me,2
102,3,"Life/Not Me,Death/Me",Alive,768,0,1,Life/Not Me,2
103,3,"Life/Not Me,Death/Me",I,649,0,1,Death/Me,2
104,3,"Life/Not Me,Death/Me",Breathing,666,0,1,Life/Not Me,2
105,3,"Life/Not Me,Death/Me",Myself,775,0,1,Death/Me,2
106,3,"Life/Not Me,Death/Me",Suicide,1025,0,1,Death/Me,2
107,3,"Life/Not Me,Death/Me",Mine,908,0,1,Death/Me,2
108,3,"Life/Not Me,Death/Me",Alive,1183,0,1,Life/Not Me,2
109,3,"Life/Not Me,Death/Me",Their,690,0,1,Life/Not Me,2
110,3,"Life/Not Me,Death/Me",Living,773,0,1,Life/Not Me,2
111,3,"Life/Not Me,Death/Me",They,1681,0,1,Life/Not Me,2
112,3,"Life/Not Me,Death/Me",Suicide,552,0,1,Death/Me,2
113,3,"Life/Not Me,Death/Me",I,471,0,1,Death/Me,2
114,3,"Life/Not Me,Death/Me",Deceased,545,0,1,Death/Me,2
115,3,"Life/Not Me,Death/Me",Their,573,0,1,Life/Not Me,2
116,3,"Life/Not Me,Death/Me",Dead,2689,0,1,Death/Me,2
117,3,"Life/Not Me,Death/Me",Them,2174,0,1,Life/Not Me,2
118,3,"Life/Not Me,Death/Me",Thrive,802,0,1,Life/Not Me,2
119,3,"Life/Not Me,Death/Me",Thrive,1146,1,0,Life/Not Me,2
120,3,"Life/Not Me,Death/Me",Their,801,1,0,Life/Not Me,2
121,3,"Life/Not Me,Death/Me",Die,511,1,0,Death/Me,2
122,3,"Life/Not Me,Death/Me",Myself,679,0,1,Death/Me,2
123,3,"Life/Not Me,Death/Me",Suicide,1135,0,1,Death/Me,2
124,3,"Life/Not Me,Death/Me",Other,674,0,1,Life/Not Me,2
125,3,"Life/Not Me,Death/Me",Breathing,934,0,1,Life/Not Me,2
126,3,"Life/Not Me,Death/Me",They,721,0,1,Life/Not Me,2
127,3,"Life/Not Me,Death/Me",Deceased,994,0,1,Death/Me,2
128,3,"Life/Not Me,Death/Me",Them,534,0,1,Life/Not Me,2
129,3,"Life/Not Me,Death/Me",Alive,487,0,1,Life/Not Me,2
130,3,"Life/Not Me,Death/Me",Living,539,1,0,Life/Not Me,2
131,3,"Life/Not Me,Death/Me",Mine,654,0,1,Death/Me,2
132,3,"Life/Not Me,Death/Me",Dead,655,0,1,Death/Me,2
133,3,"Life/Not Me,Death/Me",Self,779,0,1,Death/Me,2
134,3,"Life/Not Me,Death/Me",Die,1582,0,1,Death/Me,2
135,3,"Life/Not Me,Death/Me",Living,794,0,1,Life/Not Me,2
136,3,"Life/Not Me,Death/Me",Other,1412,0,1,Life/Not Me,2
137,3,"Life/Not Me,Death/Me",Deceased,442,0,1,Death/Me,2
138,3,"Life/Not Me,Death/Me",Mine,508,0,1,Death/Me,2
139,3,"Life/Not Me,Death/Me",I,648,0,1,Death/Me,2
140,4,"Death,Life",Breathing,438,0,1,Life,2
141,4,"Death,Life",Die,867,0,1,Death,2
142,4,"Death,Life",Living,1251,0,1,Life,2
143,4,"Death,Life",Thrive,662,1,0,Life,2
144,4,"Death,Life",Suicide,579,0,1,Death,2
145,4,"Death,Life",Alive,1157,0,1,Life,2
146,4,"Death,Life",Deceased,663,0,1,Death,2
147,4,"Death,Life",Dead,595,0,1,Death,2
148,4,"Death,Life",Suicide,1476,0,1,Death,2
149,4,"Death,Life",Die,572,0,1,Death,2
150,4,"Death,Life",Thrive,630,0,1,Life,2
151,4,"Death,Life",Dead,565,0,1,Death,2
152,4,"Death,Life",Breathing,890,0,1,Life,2
153,4,"Death,Life",Alive,1025,0,1,Life,2
154,4,"Death,Life",Deceased,907,0,1,Death,2
155,4,"Death,Life",Living,901,0,1,Life,2
156,4,"Death,Life",Die,1478,0,1,Death,2
157,4,"Death,Life",Living,579,0,1,Life,2
158,4,"Death,Life",Breathing,415,0,1,Life,2
159,4,"Death,Life",Deceased,937,0,1,Death,2
160,4,"Death,Life",Suicide,459,0,1,Death,2
161,4,"Death,Life",Alive,714,0,1,Life,2
162,4,"Death,Life",Dead,745,0,1,Death,2
163,4,"Death,Life",Living,687,0,1,Life,2
164,4,"Death,Life",Deceased,545,0,1,Death,2
165,4,"Death,Life",Dead,519,0,1,Death,2
166,4,"Death,Life",Suicide,447,0,1,Death,2
167,4,"Death,Life",Breathing,1092,0,1,Life,2
168,4,"Death,Life",Die,1557,0,1,Death,2
169,4,"Death,Life",Alive,1008,0,1,Life,2
170,4,"Death,Life",Breathing,849,0,1,Life,2
171,4,"Death,Life",Thrive,1597,0,1,Life,2
172,4,"Death,Life",Thrive,661,0,1,Life,2
173,4,"Death,Life",Deceased,519,0,1,Death,2
174,4,"Death,Life",Alive,607,0,1,Life,2
175,4,"Death,Life",Dead,606,0,1,Death,2
176,4,"Death,Life",Die,3209,0,1,Death,2
177,4,"Death,Life",Thrive,570,0,1,Life,2
178,4,"Death,Life",Living,674,0,1,Life,2
179,4,"Death,Life",Suicide,1331,0,1,Death,2
180,5,"Death/Not Me,Life/Me",Suicide,810,0,1,Death/Not Me,2
181,5,"Death/Not Me,Life/Me",Self,631,0,1,Life/Me,2
182,5,"Death/Not Me,Life/Me",Breathing,562,0,1,Life/Me,2
183,5,"Death/Not Me,Life/Me",Their,523,0,1,Death/Not Me,2
184,5,"Death/Not Me,Life/Me",Other,632,0,1,Death/Not Me,2
185,5,"Death/Not Me,Life/Me",Die,749,0,1,Death/Not Me,2
186,5,"Death/Not Me,Life/Me",Thrive,651,0,1,Life/Me,2
187,5,"Death/Not Me,Life/Me",Living,1532,0,1,Life/Me,2
188,5,"Death/Not Me,Life/Me",Mine,808,0,1,Life/Me,2
189,5,"Death/Not Me,Life/Me",Deceased,822,0,1,Death/Not Me,2
190,5,"Death/Not Me,Life/Me",They,576,1,0,Death/Not Me,2
191,5,"Death/Not Me,Life/Me",Dead,690,0,1,Death/Not Me,2
192,5,"Death/Not Me,Life/Me",Them,979,0,1,Death/Not Me,2
193,5,"Death/Not Me,Life/Me",Alive,885,0,1,Life/Me,2
194,5,"Death/Not Me,Life/Me",Myself,822,0,1,Life/Me,2
195,5,"Death/Not Me,Life/Me",They,683,1,0,Death/Not Me,2
196,5,"Death/Not Me,Life/Me",I,698,0,1,Life/Me,2
197,5,"Death/Not Me,Life/Me",Thrive,645,0,1,Life/Me,2
198,5,"Death/Not Me,Life/Me",Myself,934,0,1,Life/Me,2
199,5,"Death/Not Me,Life/Me",Alive,477,0,1,Life/Me,2
200,6,"Death/Not Me,Life/Me",Other,723,0,1,Death/Not Me,2
201,6,"Death/Not Me,Life/Me",Living,785,0,1,Life/Me,2
202,6,"Death/Not Me,Life/Me",Their,633,0,1,Death/Not Me,2
203,6,"Death/Not Me,Life/Me",Suicide,753,0,1,Death/Not Me,2
204,6,"Death/Not Me,Life/Me",Mine,1076,0,1,Life/Me,2
205,6,"Death/Not Me,Life/Me",Die,1016,0,1,Death/Not Me,2
206,6,"Death/Not Me,Life/Me",I,843,0,1,Life/Me,2
207,6,"Death/Not Me,Life/Me",Thrive,1064,0,1,Life/Me,2
208,6,"Death/Not Me,Life/Me",Mine,542,0,1,Life/Me,2
209,6,"Death/Not Me,Life/Me",Thrive,1395,0,1,Life/Me,2
210,6,"Death/Not Me,Life/Me",They,2775,0,1,Death/Not Me,2
211,6,"Death/Not Me,Life/Me",Dead,746,0,1,Death/Not Me,2
212,6,"Death/Not Me,Life/Me",Other,1372,0,1,Death/Not Me,2
213,6,"Death/Not Me,Life/Me",Alive,557,0,1,Life/Me,2
214,6,"Death/Not Me,Life/Me",Deceased,698,0,1,Death/Not Me,2
215,6,"Death/Not Me,Life/Me",Myself,551,0,1,Life/Me,2
216,6,"Death/Not Me,Life/Me",Alive,742,0,1,Life/Me,2
217,6,"Death/Not Me,Life/Me",They,1457,0,1,Death/Not Me,2
218,6,"Death/Not Me,Life/Me",Deceased,922,0,1,Death/Not Me,2
219,6,"Death/Not Me,Life/Me",Them,898,1,0,Death/Not Me,2
220,6,"Death/Not Me,Life/Me",Breathing,1155,0,1,Life/Me,2
221,6,"Death/Not Me,Life/Me",Myself,925,0,1,Life/Me,2
222,6,"Death/Not Me,Life/Me",Alive,556,0,1,Life/Me,2
223,6,"Death/Not Me,Life/Me",Self,644,0,1,Life/Me,2
224,6,"Death/Not Me,Life/Me",Dead,573,0,1,Death/Not Me,2
225,6,"Death/Not Me,Life/Me",Myself,1024,0,1,Life/Me,2
226,6,"Death/Not Me,Life/Me",Dead,559,0,1,Death/Not Me,2
227,6,"Death/Not Me,Life/Me",Them,960,1,0,Death/Not Me,2
228,6,"Death/Not Me,Life/Me",Their,1157,0,1,Death/Not Me,2
229,6,"Death/Not Me,Life/Me",Suicide,2528,0,1,Death/Not Me,2
230,6,"Death/Not Me,Life/Me",Mine,1234,0,1,Life/Me,2
231,6,"Death/Not Me,Life/Me",Thrive,418,0,1,Life/Me,2
232,6,"Death/Not Me,Life/Me",Self,547,0,1,Life/Me,2
233,6,"Death/Not Me,Life/Me",Die,1303,0,1,Death/Not Me,2
234,6,"Death/Not Me,Life/Me",I,825,0,1,Life/Me,2
235,6,"Death/Not Me,Life/Me",Breathing,625,0,1,Life/Me,2
236,6,"Death/Not Me,Life/Me",Other,1140,0,1,Death/Not Me,2
237,6,"Death/Not Me,Life/Me",Deceased,551,0,1,Death/Not Me,2
238,6,"Death/Not Me,Life/Me",Living,355,1,0,Life/Me,2
239,6,"Death/Not Me,Life/Me",They,1076,0,1,Death/Not Me,2
240,0,"Death,Life",Breathing,865,0,1,Life,3
241,0,"Death,Life",Alive,560,0,1,Life,3
242,0,"Death,Life",Living,463,0,1,Life,3
243,0,"Death,Life",Dead,595,0,1,Death,3
244,0,"Death,Life",Suicide,629,0,1,Death,3
245,0,"Death,Life",Breathing,1187,0,1,Life,3
246,0,"Death,Life",Die,880,0,1,Death,3
247,0,"Death,Life",Deceased,635,0,1,Death,3
248,0,"Death,Life",Thrive,954,0,1,Life,3
249,0,"Death,Life",Alive,1116,0,1,Life,3
250,0,"Death,Life",Thrive,472,0,1,Life,3
251,0,"Death,Life",Living,465,0,1,Life,3
252,0,"Death,Life",Suicide,507,0,1,Death,3
253,0,"Death,Life",Dead,592,0,1,Death,3
254,0,"Death,Life",Die,872,0,1,Death,3
255,0,"Death,Life",Deceased,1383,0,1,Death,3
256,0,"Death,Life",Breathing,892,0,1,Life,3
257,0,"Death,Life",Die,1273,0,1,Death,3
258,0,"Death,Life",Dead,457,0,1,Death,3
259,0,"Death,Life",Deceased,1440,0,1,Death,3
260,1,"Not Me,Me",Them,761,0,1,Not Me,3
261,1,"Not Me,Me",They,748,0,1,Not Me,3
262,1,"Not Me,Me",Mine,778,0,1,Me,3
263,1,"Not Me,Me",Other,618,0,1,Not Me,3
264,1,"Not Me,Me",Mine,684,0,1,Me,3
265,1,"Not Me,Me",I,1209,0,1,Me,3
266,1,"Not Me,Me",Their,507,0,1,Not Me,3
267,1,"Not Me,Me",Self,611,0,1,Me,3
268,1,"Not Me,Me",Myself,2650,0,1,Me,3
269,1,"Not Me,Me",They,614,0,1,Not Me,3
270,1,"Not Me,Me",Self,545,0,1,Me,3
271,1,"Not Me,Me",Their,825,0,1,Not Me,3
272,1,"Not Me,Me",Them,525,0,1,Not Me,3
273,1,"Not Me,Me",I,906,0,1,Me,3
274,1,"Not Me,Me",Myself,596,0,1,Me,3
275,1,"Not Me,Me",Myself,868,0,1,Me,3
276,1,"Not Me,Me",Their,657,0,1,Not Me,3
277,1,"Not Me,Me",Them,1014,0,1,Not Me,3
278,1,"Not Me,Me",Other,511,0,1,Not Me,3
279,1,"Not Me,Me",Other,574,0,1,Not Me,3
280,2,"Death/Not Me,Life/Me",Dead,1056,0,1,Death/Not Me,3
281,2,"Death/Not Me,Life/Me",Die,534,0,1,Death/Not Me,3
282,2,"Death/Not Me,Life/Me",Self,957,0,1,Life/Me,3
283,2,"Death/Not Me,Life/Me",Other,515,0,1,Death/Not Me,3
284,2,"Death/Not Me,Life/Me",Thrive,1798,0,1,Life/Me,3
285,2,"Death/Not Me,Life/Me",They,1972,0,1,Death/Not Me,3
286,2,"Death/Not Me,Life/Me",Deceased,991,1,0,Death/Not Me,3
287,2,"Death/Not Me,Life/Me",Mine,774,0,1,Life/Me,3
288,2,"Death/Not Me,Life/Me",Alive,623,0,1,Life/Me,3
289,2,"Death/Not Me,Life/Me",Suicide,770,0,1,Death/Not Me,3
290,2,"Death/Not Me,Life/Me",I,713,0,1,Life/Me,3
291,2,"Death/Not Me,Life/Me",Die,607,0,1,Death/Not Me,3
292,2,"Death/Not Me,Life/Me",Myself,940,0,1,Life/Me,3
293,2,"Death/Not Me,Life/Me",Breathing,497,0,1,Life/Me,3
294,2,"Death/Not Me,Life/Me",Their,479,0,1,Death/Not Me,3
295,2,"Death/Not Me,Life/Me",Dead,838,0,1,Death/Not Me,3
296,2,"Death/Not Me,Life/Me",Them,894,0,1,Death/Not Me,3
297,2,"Death/Not Me,Life/Me",Other,1067,0,1,Death/Not Me,3
298,2,"Death/Not Me,Life/Me",Self,799,0,1,Life/Me,3
299,2,"Death/Not Me,Life/Me",Living,671,0,1,Life/Me,3
300,3,"Death/Not Me,Life/Me",Die,911,0,1,Death/Not Me,3
301,3,"Death/Not Me,Life/Me",Alive,599,0,1,Life/Me,3
302,3,"Death/Not Me,Life/Me",Self,582,0,1,Life/Me,3
303,3,"Death/Not Me,Life/Me",Breathing,762,1,0,Life/Me,3
304,3,"Death/Not Me,Life/Me",Myself,743,0,1,Life/Me,3
305,3,"Death/Not Me,Life/Me",Dead,735,0,1,Death/Not Me,3
306,3,"Death/Not Me,Life/Me",Them,944,0,1,Death/Not Me,3
307,3,"Death/Not Me,Life/Me",Suicide,1045,0,1,Death/Not Me,3
308,3,"Death/Not Me,Life/Me",Mine,624,0,1,Life/Me,3
309,3,"Death/Not Me,Life/Me",Deceased,476,0,1,Death/Not Me,3
310,3,"Death/Not Me,Life/Me",I,621,0,1,Life/Me,3
311,3,"Death/Not Me,Life/Me",Living,789,0,1,Life/Me,3
312,3,"Death/Not Me,Life/Me",They,1034,0,1,Death/Not Me,3
313,3,"Death/Not Me,Life/Me",Thrive,583,0,1,Life/Me,3
314,3,"Death/Not Me,Life/Me",I,485,0,1,Life/Me,3
315,3,"Death/Not Me,Life/Me",Breathing,459,0,1,Life/Me,3
316,3,"Death/Not Me,Life/Me",Mine,941,0,1,Life/Me,3
317,3,"Death/Not Me,Life/Me",Suicide,728,0,1,Death/Not Me,3
318,3,"Death/Not Me,Life/Me",Other,502,0,1,Death/Not Me,3
319,3,"Death/Not Me,Life/Me",Living,1326,0,1,Life/Me,3
320,3,"Death/Not Me,Life/Me",They,547,0,1,Death/Not Me,3
321,3,"Death/Not Me,Life/Me",Their,967,0,1,Death/Not Me,3
322,3,"Death/Not Me,Life/Me",Die,514,0,1,Death/Not Me,3
323,3,"Death/Not Me,Life/Me",Other,1305,0,1,Death/Not Me,3
324,3,"Death/Not Me,Life/Me",Dead,925,0,1,Death/Not Me,3
325,3,"Death/Not Me,Life/Me",Myself,453,0,1,Life/Me,3
326,3,"Death/Not Me,Life/Me",Deceased,615,0,1,Death/Not Me,3
327,3,"Death/Not Me,Life/Me",Them,1151,0,1,Death/Not Me,3
328,3,"Death/Not Me,Life/Me",Their,964,0,1,Death/Not Me,3
329,3,"Death/Not Me,Life/Me",Thrive,634,0,1,Life/Me,3
330,3,"Death/Not Me,Life/Me",Mine,815,0,1,Life/Me,3
331,3,"Death/Not Me,Life/Me",Living,806,0,1,Life/Me,3
332,3,"Death/Not Me,Life/Me",Other,1105,0,1,Death/Not Me,3
333,3,"Death/Not Me,Life/Me",Alive,1312,0,1,Life/Me,3
334,3,"Death/Not Me,Life/Me",Self,505,0,1,Life/Me,3
335,3,"Death/Not Me,Life/Me",Breathing,717,0,1,Life/Me,3
336,3,"Death/Not Me,Life/Me",They,497,0,1,Death/Not Me,3
337,3,"Death/Not Me,Life/Me",I,812,0,1,Life/Me,3
338,3,"Death/Not Me,Life/Me",Suicide,582,0,1,Death/Not Me,3
339,3,"Death/Not Me,Life/Me",Deceased,818,0,1,Death/Not Me,3
340,4,"Life,Death",Breathing,1387,1,0,Life,3
341,4,"Life,Death",Thrive,533,0,1,Life,3
342,4,"Life,Death",Suicide,524,0,1,Death,3
343,4,"Life,Death",Deceased,681,0,1,Death,3
344,4,"Life,Death",Living,1336,0,1,Life,3
345,4,"Life,Death",Alive,763,0,1,Life,3
346,4,"Life,Death",Die,913,0,1,Death,3
347,4,"Life,Death",Thrive,653,0,1,Life,3
348,4,"Life,Death",Dead,728,0,1,Death,3
349,4,"Life,Death",Thrive,1168,0,1,Life,3
350,4,"Life,Death",Breathing,533,0,1,Life,3
351,4,"Life,Death",Living,525,0,1,Life,3
352,4,"Life,Death",Dead,619,0,1,Death,3
353,4,"Life,Death",Deceased,1518,0,1,Death,3
354,4,"Life,Death",Alive,469,0,1,Life,3
355,4,"Life,Death",Die,1364,0,1,Death,3
356,4,"Life,Death",Suicide,2479,0,1,Death,3
357,4,"Life,Death",Suicide,1571,0,1,Death,3
358,4,"Life,Death",Deceased,1364,0,1,Death,3
359,4,"Life,Death",Suicide,568,0,1,Death,3
360,4,"Life,Death",Die,683,0,1,Death,3
361,4,"Life,Death",Die,700,0,1,Death,3
362,4,"Life,Death",Deceased,1687,0,1,Death,3
363,4,"Life,Death",Suicide,858,0,1,Death,3
364,4,"Life,Death",Breathing,1459,0,1,Life,3
365,4,"Life,Death",Alive,565,0,1,Life,3
366,4,"Life,Death",Dead,576,0,1,Death,3
367,4,"Life,Death",Dead,509,0,1,Death,3
368,4,"Life,Death",Dead,628,0,1,Death,3
369,4,"Life,Death",Thrive,784,0,1,Life,3
370,4,"Life,Death",Deceased,654,0,1,Death,3
371,4,"Life,Death",Breathing,1252,0,1,Life,3
372,4,"Life,Death",Die,566,0,1,Death,3
373,4,"Life,Death",Living,530,0,1,Life,3
374,4,"Life,Death",Alive,1843,0,1,Life,3
375,4,"Life,Death",Living,708,0,1,Life,3
376,4,"Life,Death",Breathing,803,0,1,Life,3
377,4,"Life,Death",Alive,727,0,1,Life,3
378,4,"Life,Death",Living,710,0,1,Life,3
379,4,"Life,Death",Thrive,1095,0,1,Life,3
380,5,"Life/Not Me,Death/Me",Other,444,0,1,Life/Not Me,3
381,5,"Life/Not Me,Death/Me",Living,569,0,1,Life/Not Me,3
382,5,"Life/Not Me,Death/Me",Dead,618,0,1,Death/Me,3
383,5,"Life/Not Me,Death/Me",Their,723,0,1,Life/Not Me,3
384,5,"Life/Not Me,Death/Me",Die,716,0,1,Death/Me,3
385,5,"Life/Not Me,Death/Me",Deceased,1308,0,1,Death/Me,3
386,5,"Life/Not Me,Death/Me",Myself,523,0,1,Death/Me,3
387,5,"Life/Not Me,Death/Me",Suicide,561,0,1,Death/Me,3
388,5,"Life/Not Me,Death/Me",Them,977,0,1,Life/Not Me,3
389,5,"Life/Not Me,Death/Me",Thrive,1106,0,1,Life/Not Me,3
390,5,"Life/Not Me,Death/Me",Self,528,0,1,Death/Me,3
391,5,"Life/Not Me,Death/Me",Breathing,627,0,1,Life/Not Me,3
392,5,"Life/Not Me,Death/Me",Other,719,0,1,Life/Not Me,3
393,5,"Life/Not Me,Death/Me",Thrive,510,0,1,Life/Not Me,3
394,5,"Life/Not Me,Death/Me",Their,666,0,1,Life/Not Me,3
395,5,"Life/Not Me,Death/Me",Deceased,764,1,0,Death/Me,3
396,5,"Life/Not Me,Death/Me",They,861,0,1,Life/Not Me,3
397,5,"Life/Not Me,Death/Me",Alive,800,0,1,Life/Not Me,3
398,5,"Life/Not Me,Death/Me",Mine,500,0,1,Death/Me,3
399,5,"Life/Not Me,Death/Me",I,463,0,1,Death/Me,3
400,6,"Life/Not Me,Death/Me",I,509,0,1,Death/Me,3
401,6,"Life/Not Me,Death/Me",Thrive,1050,0,1,Life/Not Me,3
402,6,"Life/Not Me,Death/Me",Their,522,0,1,Life/Not Me,3
403,6,"Life/Not Me,Death/Me",Suicide,668,1,0,Death/Me,3
404,6,"Life/Not Me,Death/Me",Myself,577,0,1,Death/Me,3
405,6,"Life/Not Me,Death/Me",Die,835,0,1,Death/Me,3
406,6,"Life/Not Me,Death/Me",They,526,0,1,Life/Not Me,3
407,6,"Life/Not Me,Death/Me",Living,1395,1,0,Life/Not Me,3
408,6,"Life/Not Me,Death/Me",Dead,527,0,1,Death/Me,3
409,6,"Life/Not Me,Death/Me",Thrive,442,1,0,Life/Not Me,3
410,6,"Life/Not Me,Death/Me",They,1027,0,1,Life/Not Me,3
411,6,"Life/Not Me,Death/Me",Deceased,1787,0,1,Death/Me,3
412,6,"Life/Not Me,Death/Me",Self,620,0,1,Death/Me,3
413,6,"Life/Not Me,Death/Me",Suicide,432,0,1,Death/Me,3
414,6,"Life/Not Me,Death/Me",Other,1000,0,1,Life/Not Me,3
415,6,"Life/Not Me,Death/Me",Self,648,0,1,Death/Me,3
416,6,"Life/Not Me,Death/Me",Living,1519,0,1,Life/Not Me,3
417,6,"Life/Not Me,Death/Me",Deceased,2253,1,0,Death/Me,3
418,6,"Life/Not Me,Death/Me",I,1424,0,1,Death/Me,3
419,6,"Life/Not Me,Death/Me",Them,613,0,1,Life/Not Me,3
420,6,"Life/Not Me,Death/Me",Other,510,0,1,Life/Not Me,3
421,6,"Life/Not Me,Death/Me",Deceased,691,0,1,Death/Me,3
422,6,"Life/Not Me,Death/Me",Mine,667,0,1,Death/Me,3
423,6,"Life/Not Me,Death/Me",Alive,619,0,1,Life/Not Me,3
424,6,"Life/Not Me,Death/Me",Myself,1192,0,1,Death/Me,3
425,6,"Life/Not Me,Death/Me",Living,1089,0,1,Life/Not Me,3
